stock name,concentration (mM)
SDBS_1,7.183769513
NaOleate_1,0.38239159
DTAB_1,32.74028046
TTAB_1,17.01239633
SDS_1,32.64026632
SOS_1,343.5804702
BDDAB_1,10.5187586
C12E3_1,0.444586779
C12E4_1,0.372361406
SDS_2,25.32769263
CTAB_1,1.14034847
SOS_2,1.14
SOS_3,17.18
