,time (s),surface tension (mN/m)
0,0.0,33.045477492874234
1,0.214245,33.045477492874234
2,0.45203,33.045477492874234
3,0.679806,33.56500302466417
4,0.912566,33.20597751269946
5,1.202401,33.20597751269946
6,1.43599,33.045477492874234
7,1.664255,33.045477492874234
8,1.88217,33.045477492874234
9,2.10158,32.53490249296033
10,2.365175,33.045477492874234
11,2.592511,32.6923433810546
12,2.808106,33.045477492874234
13,3.028116,33.20597751269946
14,3.248013,33.045477492874234
15,3.539485,33.045477492874234
16,3.769439,33.045477492874234
17,3.993394,33.045477492874234
18,4.21409,32.88604558770029
19,4.427729,33.045477492874234
20,4.682461,33.045477492874234
21,4.896479,33.045477492874234
22,5.135524,33.045477492874234
23,5.362165,33.045477492874234
24,5.613299,33.045477492874234
25,5.896964,33.045477492874234
26,6.136315,32.53490249296033
27,6.365035,33.045477492874234
28,6.597881,33.045477492874234
29,6.82603,33.045477492874234
30,7.117596,33.045477492874234
31,7.344754,33.045477492874234
32,7.575736,33.045477492874234
33,7.803461,33.045477492874234
34,8.034657,32.6923433810546
35,8.320714,33.045477492874234
36,8.552681,33.045477492874234
37,8.762568,32.53490249296033
38,8.96269,33.20597751269946
39,9.157901,32.85083687076183
40,9.402111,32.85083687076183
41,9.618152,33.045477492874234
42,9.829574,33.045477492874234
43,10.059953,33.20597751269946
44,10.393779,33.20597751269946
45,10.722848,33.045477492874234
46,10.976975,33.20597751269946
47,11.211607,33.20597751269946
48,11.458097,33.045477492874234
49,11.685394,32.6923433810546
50,11.987633,33.045477492874234
51,12.233144,32.85083687076183
52,12.506474,33.045477492874234
53,12.757374,33.045477492874234
54,13.07282,32.53490249296033
55,13.309353,32.6923433810546
56,13.548149,33.045477492874234
57,13.777071,33.045477492874234
58,14.00661,33.31251056899869
59,14.285619,33.11629709976756
60,14.527748,32.85083687076183
61,14.757922,32.6923433810546
62,15.010333,33.045477492874234
63,15.262103,33.045477492874234
64,15.54989,32.53490249296033
65,15.784186,32.85083687076183
66,16.014935,32.53490249296033
67,16.242102,32.85083687076183
68,16.461364,32.53490249296033
69,16.720397,33.045477492874234
