,drop_volume,worthington_output,surface_tension
0,1,0.23378135638397404,21.60736512477277
1,2,0.20462876958136572,49.37134829171308
2,3,0.2912179410252223,52.03730692865164
3,4,0.46959902656099833,43.02733899382992
4,5,0.5468184470884665,46.1889970395962
5,6,0.6491994133607997,46.68580121417132
6,7,0.7551598721828192,46.82424899652469
7,8,0.853671622948442,47.33810042139106
