Concentration,Surface Tension
0.40577109375,69.85933451975876
0.8115421875,67.9370105943862
1.623084375,62.892649575815454
3.24616875,54.57301518905874
6.4923375,42.87619733622359
12.984675,37.91402789831731
25.96935,37.44295519808575
51.9387,36.79102755846683
