solution,cmc,gamma_max,Kad,st_at_cmc,C20
DTAB_1_1,14.285405158996582,6.343362656480167e-06,776.60546875,34.2327995300293,4.329090595245361
DTAB_1_2,13.162016868591309,7.6159826676303055e-06,485.90472412109375,35.92639923095703,5.029029846191406
DTAB_1_3,11.329514503479004,9.478278116148431e-06,377.02783203125,34.45541000366211,4.46638822555542
TTAB_1_1,2.903407573699951,3.689677396323532e-05,226.02561950683594,30.278247833251953,1.3733323812484741
TTAB_1_2,3.5198426246643066,9.14164866117062e-06,1520.173828125,31.693368911743164,1.1748329401016235
TTAB_1_3,2.566249132156372,3.621231371653266e-05,262.4872741699219,31.165632247924805,1.242749810218811
BDDAB_1_1,5.200978755950928,7.95403502706904e-06,1740.1522216796875,27.993356704711914,1.2905943393707275
BDDAB_1_2,5.18095064163208,7.297609499801183e-06,2260.478759765625,27.50362205505371,1.1462048292160034
BDDAB_1_3,4.631300926208496,7.239412752824137e-06,2127.354736328125,30.661890029907227,1.2353953123092651
SDBS_1_1,2.5757856369018555,8.069257091847248e-06,2180.217529296875,35.61337661743164,1.0042691230773926
SDBS_1_2,2.618129253387451,9.425993084732909e-06,1637.16259765625,35.28665542602539,1.062326431274414
SDBS_1_3,2.791546583175659,6.803593805670971e-06,3308.400390625,34.26353073120117,0.8974999189376831
SDS_2_1,7.5951972007751465,1.582596087246202e-05,190.54432678222656,38.3518180847168,4.246277332305908
SDS_2_2,7.419878005981445,1.5437613910762593e-05,204.30795288085938,38.16114807128906,4.090124607086182
SDS_2_3,8.02382755279541,1.2714326658169739e-05,257.2265625,38.21605682373047,4.2403883934021
SOS_4_1,194.1543426513672,3.5717828268388985e-06,225.30784606933594,39.849365234375,57.854461669921875
SOS_4_2,230.1810760498047,3.105259111180203e-06,339.1097717285156,39.9472770690918,58.21686935424805
SOS_4_3,179.9332275390625,3.7904987948422786e-06,192.917724609375,39.914241790771484,56.89583206176758
C12E4_1_1,0.09882641583681107,2.2129846911411732e-05,13543.5859375,28.248111724853516,0.04027891159057617
C12E4_1_2,0.11244180053472519,7.190044470917201e-06,97819.078125,29.099197387695312,0.02717832662165165
C12E4_1_3,0.07455550879240036,8.841346243571024e-06,66966.53125,34.15473175048828,0.028020840138196945
NaOleate_1_1,0.16220569610595703,1.7225676856469363e-05,7896.30126953125,38.11745071411133,0.09113112092018127
NaOleate_1_2,0.15282513201236725,1.7111373381339945e-05,8390.498046875,38.326820373535156,0.08669032901525497
NaOleate_1_3,0.17422667145729065,1.744752262311522e-05,6469.42626953125,40.58147048950195,0.10854306817054749
16BAC_1_1,0.570159912109375,7.0899523052503355e-06,10661.578125,38.925079345703125,0.25679999589920044
16BAC_1_2,0.5131130218505859,8.398143108934164e-06,8096.87451171875,39.22243881225586,0.2520340383052826
16BAC_1_3,0.5245655179023743,9.146243428403977e-06,6766.34521484375,39.06913375854492,0.26329514384269714
C12E3_1_1,0.12707991898059845,7.381140676443465e-06,89728.640625,27.461835861206055,0.02847163937985897
C12E3_1_2,0.10631551593542099,1.0450477930135094e-05,42251.875,29.377336502075195,0.034266382455825806
C12E3_1_3,0.12030372768640518,1.4155315511743538e-05,22962.318359375,27.590662002563477,0.04152758792042732
CTAB_1_1,1.3234306573867798,9.284468433179427e-06,3742.509765625,32.559669494628906,0.4684840738773346
CTAB_1_2,0.8976210951805115,9.879526623990387e-05,251.5108642578125,36.56697082519531,0.5442298650741577
CTAB_1_3,0.968845009803772,1.460469047742663e-05,1919.8284912109375,35.471031188964844,0.46913468837738037
