,time (s),surface tension (mN/m)
0,0.106766,68.86437756247204
1,0.351282,68.86437756247204
2,0.613158,69.75907822322617
3,0.836968,69.75907822322617
4,1.120959,70.04941229685289
5,1.444798,68.9112796426327
6,1.679012,69.43746209389121
7,1.909575,69.15010418155305
8,2.224881,69.19763923193298
9,2.48159,69.75907822322617
10,2.708868,69.43746209389121
11,2.957618,70.0981260477979
12,3.194975,69.75907822322617
13,3.502356,69.75907822322617
14,3.733326,69.15010418155305
15,3.962025,69.75907822322617
16,4.192575,69.75907822322617
17,4.410606,70.04941229685289
18,4.717408,69.75907822322617
19,4.948032,70.04941229685289
20,5.197593,69.75907822322617
21,5.427834,70.04941229685289
22,5.644039,70.34140972828278
23,6.026408,68.86437756247204
24,6.256011,69.75907822322617
25,6.497605,69.15010418155305
26,6.734274,68.86437756247204
27,6.975181,70.04941229685289
28,7.287531,69.75907822322617
29,7.518191,70.04941229685289
30,7.748976,69.75907822322617
31,7.986694,69.75907822322617
32,8.225624,70.96189761211322
33,8.534289,68.86437756247204
34,8.764939,70.04941229685289
35,8.983012,69.47039523907097
36,9.227051,70.04941229685289
37,9.44888,69.47039523907097
38,9.765329,70.04941229685289
39,10.002059,69.75907822322617
40,10.335103,70.66687119021394
41,10.602789,69.47039523907097
42,10.915818,70.04941229685289
43,11.149076,70.04941229685289
44,11.375816,69.75907822322617
45,11.60541,69.75907822322617
46,11.835865,68.86437756247204
47,12.161536,69.75907822322617
48,12.399672,69.75907822322617
49,12.651925,68.86437756247204
50,12.888777,69.47039523907097
51,13.14077,70.04941229685289
52,13.424547,69.47039523907097
53,13.680329,69.47039523907097
54,13.906098,69.75907822322617
55,14.119998,68.86437756247204
56,14.351389,69.75907822322617
57,14.655626,69.75907822322617
58,14.883521,69.75907822322617
59,15.114664,69.15010418155305
60,15.336783,69.75907822322617
61,15.572135,69.75907822322617
62,15.870975,69.19763923193298
63,16.11756,69.75907822322617
64,16.345704,70.04941229685289
65,16.572912,69.75907822322617
66,16.815898,69.48563662231236
67,17.116692,68.59356636986811
68,17.353411,68.86437756247204
69,17.624666,69.48563662231236
70,17.853639,69.47039523907097
71,18.094635,69.47039523907097
72,18.411066,70.04941229685289
73,18.644485,69.75907822322617
74,18.883109,70.04941229685289
75,19.127359,70.04941229685289
76,19.35347,69.47039523907097
77,19.658423,69.75907822322617
78,19.901686,69.75907822322617
79,20.131366,69.47039523907097
80,20.37678,69.75907822322617
81,20.778134,70.04941229685289
82,21.009193,69.75907822322617
83,21.234476,69.47039523907097
84,21.46328,69.75907822322617
85,21.695871,69.75907822322617
86,21.994798,69.75907822322617
87,22.235876,69.75907822322617
88,22.485236,69.75907822322617
89,22.70457,69.75907822322617
90,22.932829,70.04941229685289
91,23.239463,69.19763923193298
92,23.496654,70.04941229685289
93,23.742716,69.47039523907097
94,23.990802,68.86437756247204
95,24.222901,69.47039523907097
96,24.550129,69.47039523907097
97,24.805545,68.86437756247204
98,25.033982,69.19763923193298
99,25.486538,69.47039523907097
100,25.797377,69.75907822322617
101,26.058143,69.47039523907097
102,26.307129,68.86437756247204
103,26.538081,69.75907822322617
104,26.768611,69.75907822322617
105,27.074536,70.66687119021394
106,27.310995,69.75907822322617
107,27.551,69.75907822322617
108,27.772377,69.75907822322617
109,27.998231,69.47039523907097
110,28.305663,69.75907822322617
111,28.554992,69.19763923193298
112,28.783367,69.75907822322617
113,29.002339,69.75907822322617
114,29.235738,69.75907822322617
115,29.52197,69.75907822322617
116,29.778363,69.75907822322617
117,30.007276,69.47039523907097
118,30.239441,70.37352833945772
119,30.456362,69.47039523907097
120,30.776686,70.37352833945772
121,31.07461,69.75907822322617
122,31.330469,68.86437756247204
123,31.556168,69.19763923193298
124,31.855739,69.19763923193298
125,32.09684,69.47039523907097
126,32.34538,69.75907822322617
127,32.573987,69.18335118492267
128,32.810746,69.47039523907097
129,33.13352,69.47039523907097
130,33.369346,69.47039523907097
131,33.615276,68.86437756247204
132,33.845981,69.75907822322617
133,34.07728,70.37352833945772
134,34.392605,68.9112796426327
135,34.660292,69.8071440957007
136,34.892478,70.37352833945772
137,35.122274,70.66687119021394
138,35.351828,69.8071440957007
139,35.655265,69.47039523907097
140,35.9021,70.0981260477979
141,36.123795,70.37352833945772
142,36.358608,69.19763923193298
143,36.605927,69.47039523907097
144,36.917091,68.02831859887843
145,37.152504,69.19763923193298
146,37.376782,68.9112796426327
147,37.606014,69.8071440957007
148,37.834951,69.19763923193298
149,38.132,69.47039523907097
150,38.350274,68.9112796426327
151,38.571707,68.58027024054516
152,38.803788,68.62654579280938
153,39.049047,68.9112796426327
154,39.347461,69.47039523907097
155,39.592349,69.19763923193298
156,39.821232,68.02831859887843
157,40.049487,69.47039523907097
158,40.280155,69.47039523907097
159,40.593556,68.58027024054516
160,40.846803,69.8071440957007
161,41.091354,69.47039523907097
162,41.33767,69.19763923193298
163,41.712401,69.47039523907097
164,41.955309,69.47039523907097
165,42.171475,70.66687119021394
166,42.392936,69.19763923193298
167,42.61766,68.9112796426327
168,42.912317,69.19763923193298
169,43.164994,68.9112796426327
170,43.391017,68.9112796426327
171,43.624055,68.9112796426327
172,43.841106,69.47039523907097
173,44.173997,69.19763923193298
174,44.423032,69.47039523907097
175,44.669743,69.75907822322617
176,44.896168,68.9112796426327
177,45.122652,69.8071440957007
178,45.436562,68.31013935205607
179,45.672056,68.9112796426327
180,45.918641,70.0981260477979
181,46.148439,68.9112796426327
182,46.377448,69.19763923193298
183,46.912639,68.9112796426327
184,47.148094,68.9112796426327
185,47.387542,68.62654579280938
186,47.613198,68.02831859887843
187,47.927499,69.47039523907097
188,48.180558,69.75907822322617
189,48.403633,70.0981260477979
190,48.636036,69.47039523907097
191,48.864993,68.62654579280938
192,49.240517,69.19763923193298
193,49.47681,70.37352833945772
194,49.709493,68.9112796426327
195,49.948476,70.04941229685289
196,50.186619,69.8071440957007
197,50.467147,70.37352833945772
198,50.705633,69.47039523907097
199,50.932334,70.08185662415039
200,51.161634,69.47039523907097
201,51.390972,70.08185662415039
202,51.700892,69.8071440957007
203,51.98731,68.9112796426327
204,52.270193,69.75907822322617
205,52.495119,68.62654579280938
206,52.804224,70.37352833945772
207,53.063953,69.47039523907097
208,53.296759,69.19763923193298
209,53.517654,69.8071440957007
210,53.751108,69.47039523907097
211,54.081144,70.0981260477979
212,54.316325,69.75907822322617
213,54.548085,69.8071440957007
214,54.781217,69.19763923193298
215,55.021959,70.04941229685289
216,55.3266,68.86437756247204
217,55.571252,69.47039523907097
218,55.806013,69.19763923193298
219,56.043528,68.9112796426327
220,56.281989,69.75907822322617
221,56.557351,70.37352833945772
222,56.818901,69.19763923193298
223,57.051367,70.66687119021394
224,57.304436,69.75907822322617
225,57.541293,69.18335118492267
226,57.834661,69.47039523907097
227,58.09489,69.75907822322617
228,58.327045,69.47039523907097
229,58.564022,69.75907822322617
230,58.817974,69.47039523907097
231,59.142868,68.9112796426327
232,59.393094,69.47039523907097
233,59.622416,69.47039523907097
234,59.853258,69.75907822322617
235,60.081417,69.75907822322617
236,60.374513,69.18335118492267
237,60.661158,70.08185662415039
238,60.896282,69.19763923193298
239,61.12207,68.86437756247204
240,61.348673,69.75907822322617
241,61.653779,69.47039523907097
242,61.895285,69.75907822322617
243,62.12419,68.62654579280938
244,62.438042,70.37352833945772
